,Unnamed: 0,MAKE,MODEL,VARIANT,FUELCODE,TRANSMISSIONCODE,FUEL,TRANSMISSION,CC
0,0,ASTON MARTIN,DB9,COUPE (5935 cc),7,1,PETROL,AUTOMATIC,5935
1,1,ASTON MARTIN,DBS,COUPE 2 SEATER (5935 cc),7,1,PETROL,AUTOMATIC,5935
2,2,ASTON MARTIN,RAPIDE,6.0 RHD TOUCHTRONIC (5935 cc),7,1,PETROL,AUTOMATIC,5935
3,3,ASTON MARTIN,RAPIDE,6.0 RHD (5935 cc),7,1,PETROL,AUTOMATIC,5935
4,4,ASTON MARTIN,VANTAGE V8,COUPE (4735 cc),7,0,PETROL,MANUAL,4735
5,5,ASTON MARTIN,VANTAGE V8,S COUPE SPORTSHIFT (4735 cc),7,0,PETROL,MANUAL,4735
6,6,ASTON MARTIN,VIRAGE,6.0 V12 VOLANTE (5935 cc),7,0,PETROL,MANUAL,5935
7,7,AUDI,A3,35 TDI ATTRACTION 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
8,8,AUDI,A3,35 TDI CABRIOLET (1968 cc),4,1,DIESEL,AUTOMATIC,1968
9,9,AUDI,A3,35 TDI LIMOUSINE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
10,10,AUDI,A3,35 TDI PREMIUM 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
11,11,AUDI,A3,35 TDI PREMIUM PLUS 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
12,12,AUDI,A3,35 TDI PREMIUM PLUS WITH SUNROOF 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
13,13,AUDI,A3,35 TDI PREMIUM WITH SUNROOF 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
14,14,AUDI,A3,35 TDI TECHNOLOGY PACK 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
15,15,AUDI,A3,35 TDI TECHNOLOGY PACK WITH SUNROOF 143 HP (1968 cc),4,1,DIESEL,AUTOMATIC,1968
16,16,AUDI,A3,35 TDI TECHNOLOGY WITH SUNROOF AND NAV 143 PS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
17,17,AUDI,A3,40 TFSI CABRIOLET (1798 cc),7,1,PETROL,AUTOMATIC,1798
18,18,AUDI,A3,40 TFSI CABRIOLET FULL OPITIONS (1798 cc),7,1,PETROL,AUTOMATIC,1798
19,19,AUDI,A3,40 TFSI LIMOUSINE (1798 cc),7,1,PETROL,AUTOMATIC,1798
20,20,AUDI,A3,40 TFSI PREMIUM PLUS 180 HP (1798 cc),7,1,PETROL,AUTOMATIC,1798
21,21,AUDI,A3,40 TFSI PREMIUM PLUS WITH SUNROOF 180 HP (1798 cc),7,1,PETROL,AUTOMATIC,1798
22,22,AUDI,A3,40 TFSI WITH PANORAMIC GLASSROOF (1798 cc),7,1,PETROL,AUTOMATIC,1798
23,23,AUDI,A3,CONVERTIBLE 1.4 TFSI (1395 cc),7,1,PETROL,AUTOMATIC,1395
24,24,AUDI,A3,35 TFSI Premium Plus (1395 cc),7,1,PETROL,AUTOMATIC,1395
25,25,AUDI,A3,Cabriolet 35 TFSI (1395 cc),7,1,PETROL,AUTOMATIC,1395
26,26,AUDI,A3,35 TFSI Technology (1395 cc),7,1,PETROL,AUTOMATIC,1395
27,27,AUDI,A4,1.8 MULTITRONIC (1781 cc),7,1,PETROL,AUTOMATIC,1781
28,28,AUDI,A4,1.8 TFSI (1798 cc),7,1,PETROL,AUTOMATIC,1798
29,29,AUDI,A4,2.0 TDI (1968 cc),4,1,DIESEL,AUTOMATIC,1968
30,30,AUDI,A4,2.0 TFSI (1984 cc),7,1,PETROL,AUTOMATIC,1984
31,31,AUDI,A4,3.0 TDI QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
32,32,AUDI,A4,3.0 TDI QUATTRO UNIQUE (2967 cc),4,1,DIESEL,AUTOMATIC,2967
33,33,AUDI,A4,3.2 FSI QUATTRO (3197 cc),7,1,PETROL,AUTOMATIC,3197
34,34,AUDI,A4,40 TFSI Premium (1984 cc),7,1,PETROL,AUTOMATIC,1984
35,35,AUDI,A4,2.0 TDI BUSINESS EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
36,36,AUDI,A4,1.8 TFSI NAVI EDITION (1798 cc),7,1,PETROL,AUTOMATIC,1798
37,37,AUDI,A4,1.8 TFSI PREMIUM EDITION (1798 cc),7,1,PETROL,AUTOMATIC,1798
38,38,AUDI,A4,1.8 TFSI PREMIUM PLUS (1798 cc),7,1,PETROL,AUTOMATIC,1798
39,39,AUDI,A4,2.0 TDI NAVI EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
40,40,AUDI,A4,2.0 TDI PREMIUM EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
41,41,AUDI,A4,2.0 TDI PREMIUM PLUS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
42,42,AUDI,A4,2.0 TDI WCI PACKAGE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
43,43,AUDI,A4,3.0 TDI QUATTRO  WCI PACKAGE (3197 cc),4,1,DIESEL,AUTOMATIC,3197
44,44,AUDI,A4,3.2 FSI QUATTRO WCI PACKAGE (3197 cc),7,1,PETROL,AUTOMATIC,3197
45,45,AUDI,A4,2.0 TDI MULTITRONIC (1968 cc),4,1,DIESEL,AUTOMATIC,1968
46,46,AUDI,A4,35 TDI PREMIUM PLUS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
47,47,AUDI,A4,30 TFSI Premium Plus (1395 cc),7,1,PETROL,AUTOMATIC,1395
48,48,AUDI,A4,30 TFSI Technology (1395 cc),7,1,PETROL,AUTOMATIC,1395
49,49,AUDI,A4,TDI Technology Edition (1968 cc),4,1,DIESEL,AUTOMATIC,1968
50,50,AUDI,A4,35 TFSI multitronic (1798 cc),7,1,PETROL,AUTOMATIC,1798
51,51,AUDI,A4,40 TFSI Premium Plus (1984 cc),7,1,PETROL,AUTOMATIC,1984
52,52,AUDI,A4,40 TFSI Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
53,53,AUDI,A5,SPORTBACK (1968 cc),4,1,DIESEL,AUTOMATIC,1968
54,54,AUDI,A5,CONVERTIBLE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
55,55,AUDI,A6,2.0 TDI (1968 cc),4,1,DIESEL,AUTOMATIC,1968
56,56,AUDI,A6,2.7 TDI (2698 cc),4,1,DIESEL,AUTOMATIC,2698
57,57,AUDI,A6,2.7 TDI WITH WCI PACKAGE (2698 cc),4,1,DIESEL,AUTOMATIC,2698
58,58,AUDI,A6,2.8 FSI (2773 cc),7,1,PETROL,AUTOMATIC,2773
59,59,AUDI,A6,3.0 MULTITRONIC AT PETROL (2976 cc),7,1,PETROL,AUTOMATIC,2976
60,60,AUDI,A6,3.0 TDI QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
61,61,AUDI,A6,3.0 TFSI QUATTRO (2995 cc),7,1,PETROL,AUTOMATIC,2995
62,62,AUDI,A6,3.2 FSI QUATTRO (3132 cc),7,1,PETROL,AUTOMATIC,3132
63,63,AUDI,A6,3.0 TDI QUATTRO WEU MULTIMEDIA PACKAGE (2967 cc),4,1,DIESEL,AUTOMATIC,2967
64,64,AUDI,A6,3.0 TDI QUATTRO WITH  WEU WCI LED HEAD LIGHT (2967 cc),4,1,DIESEL,AUTOMATIC,2967
65,65,AUDI,A6,3.0 TFSI QUATTRO LED HEADLIGHTS (2995 cc),7,1,PETROL,AUTOMATIC,2995
66,66,AUDI,A6,3.0 TFSI QUATTRO LED HEADLIGHTS & WCI (2995 cc),7,1,PETROL,AUTOMATIC,2995
67,67,AUDI,A6,3.0 TFSI QUATTRO LED HEADLIGHTS & WCI & WEU (2995 cc),7,1,PETROL,AUTOMATIC,2995
68,68,AUDI,A6,3.0 TFSI QUATTRO WCI LUXURY PACKAGE (2995 cc),7,1,PETROL,AUTOMATIC,2995
69,69,AUDI,A6,3.0 TFSI QUATTRO WEU MULTIMEDIA PACKAGE (2995 cc),7,1,PETROL,AUTOMATIC,2995
70,70,AUDI,A6,3.0 TDI QUATTRO LED HEADLIGHTS (2967 cc),4,1,DIESEL,AUTOMATIC,2967
71,71,AUDI,A6,3.0 TDI QUATTRO LED HEADLIGHTS & WCI (2967 cc),4,1,DIESEL,AUTOMATIC,2967
72,72,AUDI,A6,3.0 TDI QUATTRO LED HEADLIGHTS & WCI & WEU (2967 cc),4,1,DIESEL,AUTOMATIC,2967
73,73,AUDI,A6,3.0 TDI QUATTRO WCI LUXURY PACKAGE (2967 cc),4,1,DIESEL,AUTOMATIC,2967
74,74,AUDI,A6,2.8 FSI LED HEADLIGHTS (2773 cc),7,1,PETROL,AUTOMATIC,2773
75,75,AUDI,A6,2.8 FSI LED HEADLIGHTS &  WCI (2773 cc),7,1,PETROL,AUTOMATIC,2773
76,76,AUDI,A6,2.8 FSI LED HEADLIGHTS &  WCI & WEU (2773 cc),7,1,PETROL,AUTOMATIC,2773
77,77,AUDI,A6,2.8 FSI WCI LUXURY PACKAGE (2773 cc),7,1,PETROL,AUTOMATIC,2773
78,78,AUDI,A6,2.8 FSI WEU MULTIMEDIA PACKAGE (2773 cc),7,1,PETROL,AUTOMATIC,2773
79,79,AUDI,A6,2.0 TDI WEU MULTIMEDIA PACKAGE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
80,80,AUDI,A6,2.0 TDI IMPORTED (1968 cc),4,1,DIESEL,AUTOMATIC,1968
81,81,AUDI,A6,2.0 TDI LED HEADLIGHTS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
82,82,AUDI,A6,2.0 TDI LED HEADLIGHTS &  WCI (1968 cc),4,1,DIESEL,AUTOMATIC,1968
83,83,AUDI,A6,2.0 TDI LED HEADLIGHTS &  WCI & WEU (1968 cc),4,1,DIESEL,AUTOMATIC,1968
84,84,AUDI,A6,2.0 TDI (103 KW) (1968 cc),4,1,DIESEL,AUTOMATIC,1968
85,85,AUDI,A6,2.0 TDI WCI LUXURY PACKAGE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
86,86,AUDI,A6,2.0 TDI BUSINESS EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
87,87,AUDI,A6,2.0 TDI NAVIGATION EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
88,88,AUDI,A6,2.0 TDI PREMIUM EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
89,89,AUDI,A6,2.0 TDI PREMIUM PLUS EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
90,90,AUDI,A6,3.0 TDI PREMIUM EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
91,91,AUDI,A6,3.0 TDI PREMIUM PLUS EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
92,92,AUDI,A6,35 TDI (1968 cc),4,1,DIESEL,AUTOMATIC,1968
93,93,AUDI,A6,35 TFSI (1984 cc),7,1,PETROL,AUTOMATIC,1984
94,94,AUDI,A6,S6 4.0 TFSI (3993 cc),7,1,PETROL,AUTOMATIC,3993
95,95,AUDI,A6,DESIGN EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
96,96,AUDI,A6,35 TSI (1798 cc),7,1,PETROL,AUTOMATIC,1798
97,97,AUDI,A6,2.0 TFSI PREMIUM PLUS (1984 cc),7,1,PETROL,AUTOMATIC,1984
98,98,AUDI,A6,2.0 TDI SPECIAL EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
99,99,AUDI,A6,35 TDI PREMIUM (1968 cc),4,1,DIESEL,AUTOMATIC,1968
100,100,AUDI,A6,2.0 TFSI PREMIUM (1984 cc),7,1,PETROL,AUTOMATIC,1984
101,101,AUDI,A6,35 TFSI PREMIUM (1984 cc),7,1,PETROL,AUTOMATIC,1984
102,102,AUDI,A6,2.0 TFSI TECHNOLOGY (1984 cc),7,1,PETROL,AUTOMATIC,1984
103,103,AUDI,A6,3.0 TDI SPECIAL EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
104,104,AUDI,A6,3.0 TDI QUATTRO TECHNOLOGY (2967 cc),4,1,DIESEL,AUTOMATIC,2967
105,105,AUDI,A6,35 TFSI (1798 cc),7,1,PETROL,AUTOMATIC,1798
106,106,AUDI,A6,35 TFSI Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
107,107,AUDI,A6,45 TFSI Premium Plus (1984 cc),7,1,PETROL,AUTOMATIC,1984
108,108,AUDI,A6,45 TFSI Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
109,109,AUDI,A7,3.0 V6 TDI (245 BHP) (2967 cc),4,1,DIESEL,AUTOMATIC,2967
110,110,AUDI,A7,3.0 V6 TDI (245 BHP) FULLY LOADED (2967 cc),4,1,DIESEL,AUTOMATIC,2967
111,111,AUDI,A7,3.0 TDI BLACK EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
112,112,AUDI,A8,3.0 TDI QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
113,113,AUDI,A8,4.2 FSI QUATTRO (4163 cc),7,1,PETROL,AUTOMATIC,4163
114,114,AUDI,A8,6.0 L QUATTRO W12 AT (5998 cc),7,1,PETROL,AUTOMATIC,5998
115,115,AUDI,A8,3.0 TDI QUATTRO WCI PKG (2967 cc),4,1,DIESEL,AUTOMATIC,2967
116,116,AUDI,A8,6.3 FSI W12 (6300 cc),7,1,PETROL,AUTOMATIC,6300
117,117,AUDI,A8,6.3 W12 QUATTRO PETROL (6300 cc),7,1,PETROL,AUTOMATIC,6300
118,118,AUDI,A8,3.0 TDI QUATTRO PANORAMIC SUNROOF (2967 cc),4,1,DIESEL,AUTOMATIC,2967
119,119,AUDI,A8,50 TDI QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
120,120,AUDI,A8,50 TDI QUATTRO PREMIUM PLUS (2967 cc),4,1,DIESEL,AUTOMATIC,2967
121,121,AUDI,A8,60 TDI QUATTRO (4134 cc),4,1,DIESEL,AUTOMATIC,4134
122,122,AUDI,A8,60 TFSI QUATTRO (3993 cc),7,1,PETROL,AUTOMATIC,3993
123,123,AUDI,A8,SECURITY (6299 cc),7,1,PETROL,AUTOMATIC,6299
124,124,AUDI,A8,L 55 TFSI (2995 cc),7,1,PETROL,AUTOMATIC,2995
125,125,AUDI,A8 L,Celebration Edition Hybrid(Electric Plus Petrol) (2995 cc),7,1,PETROL,AUTOMATIC,2995
126,126,AUDI,A8 L,Technology Hybrid(Electric Plus Petrol) (2995 cc),7,1,PETROL,AUTOMATIC,2995
127,127,AUDI,C7,WCILED 3.0TDI (2967 cc),4,1,DIESEL,AUTOMATIC,2967
128,128,AUDI,C7,WCILED 3.0TFSI (2967 cc),7,1,PETROL,AUTOMATIC,2967
129,129,AUDI,E TRON,50 QUATTRO (230 KWH),9,0,ELECTRIC,MANUAL,230
130,130,AUDI,E TRON,55 QUATTRO (300 KWH),9,0,ELECTRIC,MANUAL,300
131,131,AUDI,E TRON,55 QUATTRO TECHNOLOGY PACKAGE (300 KWH),9,0,ELECTRIC,MANUAL,300
132,132,AUDI,E TRON SPORTBACK,55 QUATTRO (300 KWH),9,0,ELECTRIC,MANUAL,300
133,133,AUDI,E TRON SPORTBACK,55 QUATTRO TECHNOLOGY PACKAGE (300 KWH),9,0,ELECTRIC,MANUAL,300
134,134,AUDI,Q2,Standard 40 TFSI quattro (1984 cc),7,1,PETROL,AUTOMATIC,1984
135,135,AUDI,Q2,Premium 40 TFSI quattro (1984 cc),7,1,PETROL,AUTOMATIC,1984
136,136,AUDI,Q2,Premium Plus I 40 TFSI quattro (1984 cc),7,1,PETROL,AUTOMATIC,1984
137,137,AUDI,Q2,Premium Plus II 40 TFSI quattro (1984 cc),7,1,PETROL,AUTOMATIC,1984
138,138,AUDI,Q2,Technology 40 TFSI quattro (1984 cc),7,1,PETROL,AUTOMATIC,1984
139,139,AUDI,Q3,Premium Plus (1984 cc),7,1,PETROL,AUTOMATIC,1984
140,140,AUDI,Q3,Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
141,141,AUDI,Q3,2.0 TDI QUATTRO BASE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
142,142,AUDI,Q3,2.0 TDI QUATTRO HIGH GRADE (1968 cc),4,1,DIESEL,AUTOMATIC,1968
143,143,AUDI,Q3,2.0 TFSI QUATTRO BASE (1984 cc),7,1,PETROL,AUTOMATIC,1984
144,144,AUDI,Q3,2.0 TFSI QUATTRO HIGH GRADE (1984 cc),7,1,PETROL,AUTOMATIC,1984
145,145,AUDI,Q3,30 TDI PREMIUM FWD (1968 cc),4,1,DIESEL,AUTOMATIC,1968
146,146,AUDI,Q3,35 TDI QUATTRO PREMIUM PLUS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
147,147,AUDI,Q3,35 TDI QUATTRO TECHNOLOGY (1968 cc),4,1,DIESEL,AUTOMATIC,1968
148,148,AUDI,Q3,30 TSI PREMIUM (1395 cc),7,1,PETROL,AUTOMATIC,1395
149,149,AUDI,Q3,35 TDI Quattro Premium (1968 cc),4,0,DIESEL,MANUAL,1968
150,150,AUDI,Q3,2.0 TDI (1968 cc),4,0,DIESEL,MANUAL,1968
151,151,AUDI,Q3 Sportback,Technology Plus S-line (1984 cc),7,1,PETROL,AUTOMATIC,1984
152,152,AUDI,Q5,2.0 TDI QUATTRO (1968 cc),4,1,DIESEL,AUTOMATIC,1968
153,153,AUDI,Q5,2.0 TFSI QUATTRO (1984 cc),7,1,PETROL,AUTOMATIC,1984
154,154,AUDI,Q5,3.0 TDI QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
155,155,AUDI,Q5,45 TFSI Premium Plus (1984 cc),7,1,PETROL,AUTOMATIC,1984
156,156,AUDI,Q5,45 TFSI Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
157,157,AUDI,Q5,2.0 TFSI QUATTRO PANAROMA SUNROOF (1984 cc),7,1,PETROL,AUTOMATIC,1984
158,158,AUDI,Q5,2.0 TFSI QUATTRO WCI (1984 cc),7,1,PETROL,AUTOMATIC,1984
159,159,AUDI,Q5,2.0 TFSI QUATTRO WCI & PANAROMA SUNROOF (1984 cc),7,1,PETROL,AUTOMATIC,1984
160,160,AUDI,Q5,2.0 TDI QUATTRO BUSINESS EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
161,161,AUDI,Q5,2.0 TDI QUATTRO PANAROMA SUNROOF (1968 cc),4,1,DIESEL,AUTOMATIC,1968
162,162,AUDI,Q5,2.0 TDI QUATTRO WCI (1968 cc),4,1,DIESEL,AUTOMATIC,1968
163,163,AUDI,Q5,2.0 TDI QUATTRO WCI & PANAROMA SUNROOF (1968 cc),4,1,DIESEL,AUTOMATIC,1968
164,164,AUDI,Q5,3.0 TDI QUATTRO PANAROMA SUNROOF (2967 cc),4,1,DIESEL,AUTOMATIC,2967
165,165,AUDI,Q5,3.0 TDI QUATTRO WCI (2967 cc),4,1,DIESEL,AUTOMATIC,2967
166,166,AUDI,Q5,3.0 TDI QUATTRO WCI & PANAROMA SUNROOF (2967 cc),4,1,DIESEL,AUTOMATIC,2967
167,167,AUDI,Q5,30 TDI QUATTRO PREMIUM (1968 cc),4,1,DIESEL,AUTOMATIC,1968
168,168,AUDI,Q5,30TDI DESIGN EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
169,169,AUDI,Q5,30TDI QUATTRO PREMIUM PLUS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
170,170,AUDI,Q5,30 TDI SPORT EDITION (1968 cc),4,1,DIESEL,AUTOMATIC,1968
171,171,AUDI,Q5,30TDI QUATTRO TECHNOLOGY (1968 cc),4,1,DIESEL,AUTOMATIC,1968
172,172,AUDI,Q5,45 TDI QUATTRO TECHNOLOGY (2967 cc),4,1,DIESEL,AUTOMATIC,2967
173,173,AUDI,Q5,2.0 TFSI QUATTRO PREMIUM PLUS (1984 cc),7,1,PETROL,AUTOMATIC,1984
174,174,AUDI,Q5,2.0 TDI PREMIUM PLUS (1968 cc),4,1,DIESEL,AUTOMATIC,1968
175,175,AUDI,Q5,2.0 TFSI QUATTRO TECHNOLOGY (1984 cc),7,1,PETROL,AUTOMATIC,1984
176,176,AUDI,Q5,2.0 TDI TECHNOLOGY (1968 cc),4,1,DIESEL,AUTOMATIC,1968
177,177,AUDI,Q5,3.0 TDI QUATTRO TECHNOLOGY (2967 cc),4,1,DIESEL,AUTOMATIC,2967
178,178,AUDI,Q5,35 TDI Premium Plus (1968 cc),4,1,DIESEL,AUTOMATIC,1968
179,179,AUDI,Q5,35 TDI Technology (1968 cc),4,1,DIESEL,AUTOMATIC,1968
180,180,AUDI,Q7,3.0 TDI (2967 cc),4,1,DIESEL,AUTOMATIC,2967
181,181,AUDI,Q7,3.0 TDI TIPTRONIC QUATTRO (2967 cc),4,1,DIESEL,AUTOMATIC,2967
182,182,AUDI,Q7,3.0 TDI TIPTRONIC QUATTRO 7 SEATER (2967 cc),4,1,DIESEL,AUTOMATIC,2967
183,183,AUDI,Q7,3.6 FSI TIPTRONIC QUATTRO (3597 cc),7,1,PETROL,AUTOMATIC,3597
184,184,AUDI,Q7,4.2 FSI TIPTRONIC QUATTRO (4163 cc),7,1,PETROL,AUTOMATIC,4163
185,185,AUDI,Q7,4.2 FSI TIPTRONIC QUATTRO (7 SEATER) (4163 cc),7,1,PETROL,AUTOMATIC,4163
186,186,AUDI,Q7,4.2 TDI 7 SEATER (4134 cc),4,1,DIESEL,AUTOMATIC,4134
187,187,AUDI,Q7,3.0 TFSI 5 SEATER (2995 cc),7,1,PETROL,AUTOMATIC,2995
188,188,AUDI,Q7,DESIGN EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
189,189,AUDI,Q7,40 TFSI Premium Plus (1984 cc),7,1,PETROL,AUTOMATIC,1984
190,190,AUDI,Q7,40 TFSI Technology (1984 cc),7,1,PETROL,AUTOMATIC,1984
191,191,AUDI,Q7,45 TDI QUATTRO PREMIUM PLUS (2967 cc),4,1,DIESEL,AUTOMATIC,2967
192,192,AUDI,Q7,45 TDI QUATTRO TECHNOLOGY (2967 cc),4,1,DIESEL,AUTOMATIC,2967
193,193,AUDI,Q7,45 TDI DESIGN EDITION (2967 cc),4,1,DIESEL,AUTOMATIC,2967
194,194,AUDI,Q7,35 TDI (2967 cc),4,1,DIESEL,AUTOMATIC,2967
195,195,AUDI,Q7,45 TFSI Premium Plus (2967 cc),7,1,PETROL,AUTOMATIC,2967
196,196,AUDI,Q7,45 TFSI Technology (2967 cc),7,1,PETROL,AUTOMATIC,2967
197,197,AUDI,Q7,45 TFSI Black Edition (1984 cc),7,1,PETROL,AUTOMATIC,1984
198,198,AUDI,Q7,55 TFSI Premium Plus (2995 cc),7,1,PETROL,AUTOMATIC,2995
199,199,AUDI,Q7,55 TFSI Technology (2995 cc),7,1,PETROL,AUTOMATIC,2995
200,200,AUDI,Q8,55 TFSI quattro (2995 cc),7,1,PETROL,AUTOMATIC,2995
201,201,AUDI,Q8,Celebration (2995 cc),7,1,PETROL,AUTOMATIC,2995
202,202,AUDI,R8,4.2 V8 FSI MANUAL TRANSMISSION (4163 cc),7,0,PETROL,MANUAL,4163
203,203,AUDI,R8,4.2 V8 FSI RTRONIC TRANSMISSION (4163 cc),7,1,PETROL,AUTOMATIC,4163
204,204,AUDI,R8,SPYDER 5.2 FSI QUATTRO V10 (5204 cc),7,0,PETROL,MANUAL,5204
205,205,AUDI,R8,5.2 FSI QUATTRO V10 (5204 cc),7,1,PETROL,AUTOMATIC,5204
206,206,AUDI,RS,Q8 4.0L TFSI (3996 cc),7,1,PETROL,AUTOMATIC,3996
207,207,AUDI,RS 5,4.2 FSI (184 KW) (4163 cc),7,1,PETROL,AUTOMATIC,4163
208,208,AUDI,RS6,Avant TFSI (3993 cc),7,1,PETROL,AUTOMATIC,3993
209,209,AUDI,RS7,4.0 TFSI (3993 cc),7,1,PETROL,AUTOMATIC,3993
210,210,AUDI,RS7,4.0 TFSI Performance (3993 cc),7,1,PETROL,AUTOMATIC,3993
211,211,AUDI,S4,3.0 TFSI QUATTRO (2995 cc),7,1,PETROL,AUTOMATIC,2995
212,212,AUDI,S5,3.0 TFSI 333PS (2995 cc),7,1,PETROL,AUTOMATIC,2995
213,213,AUDI,S5,Sportback 3.0 TFSI Quattro (2994 cc),7,1,PETROL,AUTOMATIC,2994
214,214,AUDI,TT COUPE,108 (1781 cc),7,1,PETROL,AUTOMATIC,1781
215,215,AUDI,TT COUPE,2.0 TFSIq (1984 cc),7,1,PETROL,AUTOMATIC,1984
216,216,AUDI,TT COUPE,3.2  S TRONIC QUATTRO (3189 cc),7,1,PETROL,AUTOMATIC,3189
217,217,BENTLEY,ARANGE,ARANGE R (6761 cc),7,1,PETROL,AUTOMATIC,6761
218,218,BENTLEY,ARANGE,ARANGE RL (6761 cc),7,1,PETROL,AUTOMATIC,6761
219,219,BENTLEY,AZURE T,CONVERTIBLE (6000 cc),7,1,PETROL,AUTOMATIC,6000
220,220,BENTLEY,BENTAGYA,BENTAGYA (5950 cc),7,1,PETROL,AUTOMATIC,5950
221,221,BENTLEY,BENTAGYA,V8 Petrol (3996 cc),7,1,PETROL,AUTOMATIC,3996
222,222,BENTLEY,CONTINENTAL,GT CONVERTIBLE (5998 cc),7,1,PETROL,AUTOMATIC,5998
223,223,BENTLEY,CONTINENTAL,GT V8 CONVERTIBLE (3993 cc),7,1,PETROL,AUTOMATIC,3993
224,224,BENTLEY,CONTINENTAL,GT V8 S CONVERTIBLE (3993 cc),7,1,PETROL,AUTOMATIC,3993
225,225,BENTLEY,CONTINENTAL,GT SPEED CONVERTIBLE (5998 cc),7,1,PETROL,AUTOMATIC,5998
226,226,BENTLEY,CONTINENTAL FLYING SPUR,4 STR (6000 cc),7,1,PETROL,AUTOMATIC,6000
227,227,BENTLEY,CONTINENTAL FLYING SPUR,5 STR (6000 cc),7,1,PETROL,AUTOMATIC,6000
228,228,BENTLEY,CONTINENTAL FLYING SPUR,MY11 - 5 STR (6000 cc),7,1,PETROL,AUTOMATIC,6000
229,229,BENTLEY,CONTINENTAL FLYING SPUR,3W 5 SEATER (6000 cc),7,1,PETROL,AUTOMATIC,6000
230,230,BENTLEY,CONTINENTAL GT,COUPE (5998 cc),7,1,PETROL,AUTOMATIC,5998
231,231,BENTLEY,CONTINENTAL GT,SPEED (5998 cc),7,1,PETROL,AUTOMATIC,5998
232,232,BENTLEY,CONTINENTAL SUPERSPORTS.,2 SEATER COUPE (5998 cc),7,1,PETROL,AUTOMATIC,5998
233,233,BENTLEY,FLYING SPUR,FLYING SPUR V8 (3993 cc),7,1,PETROL,AUTOMATIC,3993
234,234,BENTLEY,MULSANNE,MY 11 (6752 cc),7,1,PETROL,AUTOMATIC,6752
235,235,BENTLEY,TURBO R,STD (6750 cc),7,1,PETROL,AUTOMATIC,6750
236,236,BMW,1-SERIES,118D SPORTLINE (1995 cc),4,1,DIESEL,AUTOMATIC,1995
237,237,BMW,1-SERIES,116i (1598 cc),7,1,PETROL,AUTOMATIC,1598
238,238,BMW,2 Series,Gran Coupe 220d Sportline (1995 cc),4,1,DIESEL,AUTOMATIC,1995
239,239,BMW,2 Series,Gran Coupe 220d M Sport (1995 cc),4,1,DIESEL,AUTOMATIC,1995
240,240,BMW,2 Series,Gran Coupe 220i Sport (1998 cc),7,1,PETROL,AUTOMATIC,1998
241,241,BMW,2 Series,Gran Coupe 220i M Sport (1998 cc),7,1,PETROL,AUTOMATIC,1998
242,242,BMW,3 Series,316i (1895 cc),7,1,PETROL,AUTOMATIC,1895
243,243,BMW,3 Series,316i (1596 cc) (1596 cc),7,1,PETROL,AUTOMATIC,1596
